公告,#genre#
CCTV13,http://118.122.2.29:9999/hls/13/index.m3u8$IPV4•线路247-99999
CCTV13,http://175.20.235.74:9901/tsfile/live/1012_1.m3u8$IPV4•线路248-99999
CCTV13,http://119.125.134.185:9902/tsfile/live/0013_1.m3u8$IPV4•线路249-99999
CCTV13,http://175.10.230.91:8081/tsfile/live/0013_1.m3u8$IPV4•线路250-99999
CCTV13,http://106.118.70.215:9901/tsfile/live/0013_1.m3u8$IPV4•线路251-99999
CCTV13,http://125.43.241.34:9901/tsfile/live/0013_1.m3u8$IPV4•线路252-99999
CCTV13,http://124.231.212.230:9999/tsfile/live/0013_1.m3u8$IPV4•线路253-99999
CCTV13,http://115.48.162.48:9901/tsfile/live/0013_1.m3u8$IPV4•线路254-99999
CCTV13,http://115.48.60.104:9901/tsfile/live/0013_1.m3u8$IPV4•线路255-99999
CCTV13,http://113.15.185.150:8181/tsfile/live/0013_1.m3u8$IPV4•线路256-99999
CCTV13,http://118.248.216.151:8088/tsfile/live/0013_1.m3u8$IPV4•线路257-99999
CCTV13,http://58.53.152.198:9901/tsfile/live/0013_1.m3u8$IPV4•线路258-99999
CCTV13,http://113.15.184.196:8181/tsfile/live/0013_1.m3u8$IPV4•线路259-99999
CCTV13,http://36.44.158.239:9901/tsfile/live/0013_1.m3u8$IPV4•线路260-99999
CCTV13,http://163.177.122.71:9901/tsfile/live/1032_1.m3u8$IPV4•线路261-99999
CCTV13,http://222.217.230.192:8181/tsfile/live/0013_1.m3u8$IPV4•线路262-99999
CCTV13,http://183.94.1.118:8801/tsfile/live/0013_1.m3u8$IPV4•线路263-99999
CCTV13,http://163.177.122.122:9901/tsfile/live/1032_1.m3u8$IPV4•线路264-99999
CCTV13,http://171.110.42.239:8181/tsfile/live/0013_1.m3u8$IPV4•线路265-99999
CCTV13,http://171.110.42.238:8181/tsfile/live/0013_1.m3u8$IPV4•线路266-99999
CCTV13,http://175.16.180.250:9901/tsfile/live/0013_1.m3u8$IPV4•线路267-99999
CCTV13,http://183.136.148.214:9901/tsfile/live/0013_1.m3u8$IPV4•线路268-99999
CCTV13,http://125.107.69.141:9901/tsfile/live/0013_1.m3u8$IPV4•线路269-99999
CCTV13,http://144.52.160.109:9901/tsfile/live/1013_1.m3u8$IPV4•线路270-99999
CCTV13,http://115.48.62.70:9901/tsfile/live/0013_1.m3u8$IPV4•线路271-99999
CCTV13,http://115.48.61.41:9901/tsfile/live/0013_1.m3u8$IPV4•线路272-99999
CCTV13,http://115.48.63.125:9901/tsfile/live/0013_1.m3u8$IPV4•线路273-99999
CCTV13,http://117.190.144.101:1111/tsfile/live/0013_1.m3u8$IPV4•线路274-99999
CCTV13,http://36.44.159.186:9901/tsfile/live/0013_1.m3u8$IPV4•线路275-99999
CCTV13,http://222.217.230.193:8181/tsfile/live/0013_1.m3u8$IPV4•线路276-99999
CCTV13,http://110.7.130.51:8096/tsfile/live/0013_1.m3u8$IPV4•线路277-99999
CCTV13,http://101.74.28.105:9901/tsfile/live/0013_1.m3u8$IPV4•线路278-99999
CCTV13,http://115.48.62.82:9901/tsfile/live/0013_1.m3u8$IPV4•线路279-99999
CCTV13,http://119.163.199.98:9901/tsfile/live/0013_1.m3u8$IPV4•线路280-99999
CCTV13,http://110.7.129.204:8096/tsfile/live/0013_1.m3u8$IPV4•线路281-99999
CCTV13,http://110.7.130.134:8096/tsfile/live/0013_1.m3u8$IPV4•线路282-99999
CCTV13,http://125.32.182.146:9901/tsfile/live/0013_1.m3u8$IPV4•线路283-99999
CCTV13,http://125.43.245.50:9901/tsfile/live/0013_1.m3u8$IPV4•线路284-99999
CCTV13,http://222.217.230.195:8181/tsfile/live/0013_1.m3u8$IPV4•线路285-99999
CCTV13,http://115.48.63.221:9901/tsfile/live/0013_1.m3u8$IPV4•线路286-99999
CCTV13,http://118.77.152.185:9901/tsfile/live/0013_1.m3u8$IPV4•线路287-99999
CCTV13,http://118.77.152.195:9901/tsfile/live/0013_1.m3u8$IPV4•线路288-99999
CCTV13,http://1.197.81.30:9901/tsfile/live/0013_1.m3u8$IPV4•线路289-99999
CCTV13,http://101.74.28.50:9901/tsfile/live/0013_1.m3u8$IPV4•线路290-99999
CCTV13,http://101.74.31.69:9901/tsfile/live/0013_1.m3u8$IPV4•线路291-99999
CCTV13,http://61.243.161.199:9901/tsfile/live/1012_1.m3u8$IPV4•线路292-99999
CCTV13,http://1.197.252.119:9901/tsfile/live/0013_1.m3u8$IPV4•线路293-99999
CCTV13,http://113.64.147.75:8081/hls/13/index.m3u8$IPV4•线路294-99999
CCTV13,http://1.197.252.234:9901/tsfile/live/0013_1.m3u8$IPV4•线路295-99999
CCTV13,http://110.7.129.116:8096/tsfile/live/0013_1.m3u8$IPV4•线路296-99999
CCTV13,http://1.198.10.32:9901/tsfile/live/0013_1.m3u8$IPV4•线路297-99999
CCTV13,http://110.7.130.44:8096/tsfile/live/0013_1.m3u8$IPV4•线路298-99999
CCTV13,http://110.7.130.91:8096/tsfile/live/0013_1.m3u8$IPV4•线路299-99999
CCTV13,http://111.8.242.126:9999/tsfile/live/1045_1.m3u8$IPV4•线路300-99999
CCTV13,http://113.64.147.148:8081/hls/13/index.m3u8$IPV4•线路301-99999
CCTV13,http://113.64.147.130:8081/hls/13/index.m3u8$IPV4•线路302-99999
CCTV13,http://123.7.110.43:9901/tsfile/live/0014_1.m3u8$IPV4•线路303-99999
CCTV13,http://124.114.103.242:9901/tsfile/live/0013_1.m3u8$IPV4•线路304-99999
CCTV13,http://124.114.57.188:9901/tsfile/live/0013_1.m3u8$IPV4•线路305-99999
CCTV13,http://125.107.154.147:9901/tsfile/live/0013_1.m3u8$IPV4•线路306-99999
CCTV13,http://125.107.223.224:9901/tsfile/live/0013_1.m3u8$IPV4•线路307-99999
CCTV13,http://14.204.53.128:9901/tsfile/live/0013_1.m3u8$IPV4•线路308-99999
CCTV13,http://171.117.12.136:9999/tsfile/live/0013_1.m3u8$IPV4•线路309-99999
CCTV13,http://113.64.147.216:8081/hls/13/index.m3u8$IPV4•线路310-99999
CCTV13,http://171.117.13.242:9999/tsfile/live/0013_1.m3u8$IPV4•线路311-99999
CCTV13,http://171.117.241.88:9901/tsfile/live/0013_1.m3u8$IPV4•线路312-99999
CCTV13,http://171.213.129.217:55555/udp/239.93.0.66:5140$IPV4•线路313-99999
CCTV13,http://183.66.13.82:60033/tsfile/live/0013_1.m3u8$IPV4•线路314-99999
CCTV13,http://113.111.19.78:8889/udp/239.77.0.188:5146$IPV4•线路315-99999
CCTV13,http://113.111.19.78:8889/udp/239.253.43.196:5146$IPV4•线路316-99999
CCTV13,http://61.150.67.62:9901/tsfile/live/0013_1.m3u8$IPV4•线路317-99999
CCTV13,http://61.173.144.157:9901/tsfile/live/0013_1.m3u8$IPV4•线路318-99999
CCTV13,http://125.82.171.210:8888/rtp/235.254.198.9:1312$IPV4•线路319-99999
CCTV13,http://223.240.169.141:4022/rtp/238.1.79.35:4392$IPV4•线路320-99999
CCTV13,http://42.48.50.232:9002/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路321-99999
CCTV13,http://222.241.154.37:9901/tsfile/live/23013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路322-99999
CCTV13,http://218.241.192.50:8808/rtp/239.3.1.124:8128$IPV4•线路323-99999
CCTV13,http://alvin.ergotron.net:8000/udp/239.77.0.188:5146$IPV4•线路324-99999
CCTV13,http://222.241.154.37:9901/tsfile/live/23013_1.m3u8?key=txiptv$IPV4•线路325-99999
CCTV13,http://125.82.168.238:8888/rtp/235.254.198.9:1312$IPV4•线路326-99999
CCTV13,http://1b6467f415.iok.la:9931/tsfile/live/1033_1.m3u8$IPV4•线路327-99999
CCTV13,http://125.92.167.77:8686/udp/239.77.0.188:5146$IPV4•线路328-99999
CCTV13,http://125.92.167.77:8686/udp/239.253.43.196:5146$IPV4•线路329-99999
CCTV13,http://58.48.37.158:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路330-99999
CCTV13,http://118.122.2.29:9999/hls/13/index.m3u8$IPV4•线路331-99999
CCTV13,http://115.153.254.81/PLTV/88888888/224/3221227037/87447722.smil/index.m3u8?fmt=ts2hls$IPV4•线路332-99999
CCTV13,http://223.145.224.76:8000/udp/239.76.246.93:1234$IPV4•线路333-99999
CCTV13,http://223.145.224.76:8000/udp/239.76.253.93:9000$IPV4•线路334-99999
CCTV13,http://223.145.224.77:8000/udp/239.76.246.93:1234$IPV4•线路335-99999
CCTV13,http://223.145.224.77:8000/udp/239.76.253.93:9000$IPV4•线路336-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.200.111:5140$IPV4•线路337-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.201.246:5140$IPV4•线路338-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.200.97:5140$IPV4•线路339-99999
CCTV13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8$IPV4•线路340-99999
CCTV13,http://42.237.183.46:7000/hls/72/index.m3u8$IPV4•线路341-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.201.13:5140$IPV4•线路342-99999
CCTV13,http://106.46.113.171:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路343-99999
CCTV13,http://183.94.1.118:8801/tsfile/live/0013_1.m3u8$IPV4•线路344-99999
CCTV13,http://113.101.119.62:8090/hls/125/index.m3u8$IPV4•线路345-99999
CCTV13,http://171.124.181.152:8899/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路346-99999
CCTV13,http://nmmp.asia:35455/gaoma/cctv13.m3u8$IPV4•线路347-99999
CCTV13,http://219.145.93.74:9999/tsfile/live/0013_1.m3u8$IPV4•线路348-99999
CCTV13,http://175.166.210.240:5111/hls/415442613/index.m3u8$IPV4•线路349-99999
CCTV13,http://113.251.89.199:5555/rtp/235.254.198.9:1312$IPV4•线路350-99999
CCTV13,p3p://108.181.32.169:46914/64260e45000ccab2ee01428e6da4043d$IPV4•线路351-99999
CCTV13,http://113.118.15.210:808/hls/31/index.m3u8$IPV4•线路352-99999
CCTV13,http://58.55.58.145:808/udp/224.1.1.20:6031$IPV4•线路353-99999
CCTV13,http://14.112.86.85:4022/udp/239.77.0.188:5146$IPV4•线路354-99999
CCTV13,http://14.19.151.0:9900/udp/239.77.0.188:5146$IPV4•线路355-99999
CCTV13,http://115.171.80.152:1688/udp/225.1.8.168:8130$IPV4•线路356-99999
CCTV13,http://115.171.80.152:1688/udp/225.1.8.113:8264$IPV4•线路357-99999
CCTV13,http://101.19.151.143:808/udp/224.2.2.13:10001$IPV4•线路358-99999
CCTV13,http://101.19.151.172:808/udp/224.2.2.13:10001$IPV4•线路359-99999
CCTV13,http://101.19.151.172:808/udp/224.2.2.57:10001$IPV4•线路360-99999
CCTV13,http://bg5aqv.top:35455/gaoma/cctv13.m3u8$IPV4•线路361-99999
CCTV13,http://101.19.151.14:808/udp/224.2.2.57:10001$IPV4•线路362-99999
CCTV13,http://101.19.151.96:808/udp/224.2.2.13:10001$IPV4•线路363-99999
CCTV13,http://180.140.153.15:5432/udp/239.81.0.26:4056$IPV4•线路364-99999
CCTV13,http://106.46.147.208:10443/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路365-99999
CCTV13,http://180.140.153.15:5432/udp/239.81.0.206:4056$IPV4•线路366-99999
CCTV13,http://101.19.151.98:808/udp/224.2.2.13:10001$IPV4•线路367-99999
CCTV13,http://101.19.151.96:808/udp/224.2.2.57:10001$IPV4•线路368-99999
CCTV13,http://101.19.151.98:808/udp/224.2.2.57:10001$IPV4•线路369-99999
CCTV13,http://101.19.151.233:808/udp/224.2.2.13:10001$IPV4•线路370-99999
CCTV13,http://101.19.151.48:808/udp/224.2.2.57:10001$IPV4•线路371-99999
CCTV13,http://101.19.151.48:808/udp/224.2.2.13:10001$IPV4•线路372-99999
CCTV13,http://101.19.151.233:808/udp/224.2.2.57:10001$IPV4•线路373-99999
CCTV13,http://101.19.151.134:808/udp/224.2.2.13:10001$IPV4•线路374-99999
CCTV13,http://101.19.151.134:808/udp/224.2.2.57:10001$IPV4•线路375-99999
CCTV13,http://119.136.113.11:8888/udp/239.253.43.196:5146$IPV4•线路376-99999
CCTV13,http://101.19.151.191:808/udp/224.2.2.57:10001$IPV4•线路377-99999
CCTV13,http://101.19.151.191:808/udp/224.2.2.13:10001$IPV4•线路378-99999
CCTV13,http://101.19.151.18:808/udp/224.2.2.13:10001$IPV4•线路379-99999
CCTV13,http://101.19.151.18:808/udp/224.2.2.57:10001$IPV4•线路380-99999
CCTV13,http://220.173.254.6:6666/udp/239.81.0.206:4056$IPV4•线路381-99999
CCTV13,http://101.19.151.238:808/udp/224.2.2.13:10001$IPV4•线路382-99999
CCTV13,http://220.173.254.6:6666/udp/239.81.0.26:4056$IPV4•线路383-99999
CCTV13,http://101.19.151.238:808/udp/224.2.2.57:10001$IPV4•线路384-99999
CCTV13,http://101.19.151.201:808/udp/224.2.2.13:10001$IPV4•线路385-99999
CCTV13,http://101.19.151.201:808/udp/224.2.2.57:10001$IPV4•线路386-99999
CCTV13,http://101.19.151.124:808/udp/224.2.2.13:10001$IPV4•线路387-99999
CCTV13,http://101.19.151.124:808/udp/224.2.2.57:10001$IPV4•线路388-99999
CCTV13,p3p://173.208.176.178:31809/632351570006042224e55806316a7512$IPV4•线路389-99999
CCTV13,http://101.19.150.237:808/udp/224.2.2.13:10001$IPV4•线路390-99999
CCTV13,http://101.19.150.237:808/udp/224.2.2.57:10001$IPV4•线路391-99999
CCTV13,http://101.19.150.101:808/udp/224.2.2.13:10001$IPV4•线路392-99999
CCTV13,http://106.46.147.82:10443/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路393-99999
CCTV13,http://101.19.150.101:808/udp/224.2.2.57:10001$IPV4•线路394-99999
CCTV13,http://36.25.232.33:8888/udp/233.50.201.246:5140$IPV4•线路395-99999
CCTV13,http://101.19.150.87:808/udp/224.2.2.13:10001$IPV4•线路396-99999
CCTV13,http://119.32.12.32:2901/udp/224.1.100.69:11111$IPV4•线路397-99999
CCTV13,http://drive.mxmy.net:8888/udp/239.3.1.124:8128$IPV4•线路398-99999
CCTV13,http://qjrhc.jydjd.top:2911/udp/224.1.100.70:11111$IPV4•线路399-99999
CCTV13,http://106.46.147.140:8000/rtp/239.16.10.111:2000$IPV4•线路400-99999
CCTV13,http://106.46.147.140:8000/rtp/239.16.20.13:10130$IPV4•线路401-99999
CCTV13,http://101.19.150.87:808/udp/224.2.2.57:10001$IPV4•线路402-99999
CCTV13,http://101.19.150.157:808/udp/224.2.2.13:10001$IPV4•线路403-99999
CCTV13,http://59.56.215.8:8000/rtp/239.61.2.23:8132$IPV4•线路404-99999
CCTV13,http://101.19.150.157:808/udp/224.2.2.57:10001$IPV4•线路405-99999
CCTV13,http://101.19.150.122:808/udp/224.2.2.13:10001$IPV4•线路406-99999
CCTV13,http://101.19.150.122:808/udp/224.2.2.57:10001$IPV4•线路407-99999
CCTV13,http://101.19.150.173:808/udp/224.2.2.13:10001$IPV4•线路408-99999
CCTV13,http://101.19.150.173:808/udp/224.2.2.57:10001$IPV4•线路409-99999
CCTV13,http://101.19.150.205:808/udp/224.2.2.13:10001$IPV4•线路410-99999
CCTV13,http://101.19.150.205:808/udp/224.2.2.57:10001$IPV4•线路411-99999
CCTV13,http://101.19.150.164:808/udp/224.2.2.13:10001$IPV4•线路412-99999
CCTV13,http://101.19.150.164:808/udp/224.2.2.57:10001$IPV4•线路413-99999
CCTV13,http://101.19.150.195:808/udp/224.2.2.13:10001$IPV4•线路414-99999
CCTV13,http://101.19.150.195:808/udp/224.2.2.57:10001$IPV4•线路415-99999
CCTV13,http://101.19.150.62:808/udp/224.2.2.13:10001$IPV4•线路416-99999
CCTV13,http://101.19.150.62:808/udp/224.2.2.57:10001$IPV4•线路417-99999
CCTV13,http://101.19.150.139:808/udp/224.2.2.13:10001$IPV4•线路418-99999
CCTV13,http://101.19.150.139:808/udp/224.2.2.57:10001$IPV4•线路419-99999
CCTV13,http://101.19.150.105:808/udp/224.2.2.13:10001$IPV4•线路420-99999
CCTV13,http://101.19.150.105:808/udp/224.2.2.57:10001$IPV4•线路421-99999
CCTV13,http://101.19.150.89:808/udp/224.2.2.13:10001$IPV4•线路422-99999
CCTV13,http://101.19.150.89:808/udp/224.2.2.57:10001$IPV4•线路423-99999
CCTV13,http://101.19.150.6:808/udp/224.2.2.13:10001$IPV4•线路424-99999
CCTV13,http://101.19.150.6:808/udp/224.2.2.57:10001$IPV4•线路425-99999
CCTV13,http://101.19.150.104:808/udp/224.2.2.13:10001$IPV4•线路426-99999
CCTV13,http://101.19.150.104:808/udp/224.2.2.57:10001$IPV4•线路427-99999
CCTV13,http://101.19.150.177:808/udp/224.2.2.13:10001$IPV4•线路428-99999
CCTV13,http://101.19.150.177:808/udp/224.2.2.57:10001$IPV4•线路429-99999
CCTV13,http://101.19.150.107:808/udp/224.2.2.13:10001$IPV4•线路430-99999
CCTV13,http://101.19.150.77:808/udp/224.2.2.13:10001$IPV4•线路431-99999
CCTV13,http://101.19.150.77:808/udp/224.2.2.57:10001$IPV4•线路432-99999
CCTV13,http://101.19.150.242:808/udp/224.2.2.13:10001$IPV4•线路433-99999
CCTV13,http://101.19.150.242:808/udp/224.2.2.57:10001$IPV4•线路434-99999
CCTV13,http://101.19.150.225:808/udp/224.2.2.13:10001$IPV4•线路435-99999
CCTV13,http://101.19.150.225:808/udp/224.2.2.57:10001$IPV4•线路436-99999
CCTV13,http://101.19.150.152:808/udp/224.2.2.13:10001$IPV4•线路437-99999
CCTV13,http://101.19.150.152:808/udp/224.2.2.57:10001$IPV4•线路438-99999
CCTV13,http://101.19.150.25:808/udp/224.2.2.13:10001$IPV4•线路439-99999
CCTV13,http://101.19.150.236:808/udp/224.2.2.13:10001$IPV4•线路440-99999
CCTV13,http://101.19.150.25:808/udp/224.2.2.57:10001$IPV4•线路441-99999
CCTV13,http://101.19.150.236:808/udp/224.2.2.57:10001$IPV4•线路442-99999
CCTV13,http://101.19.150.112:808/udp/224.2.2.57:10001$IPV4•线路443-99999
CCTV13,http://101.19.150.112:808/udp/224.2.2.13:10001$IPV4•线路444-99999
CCTV13,http://101.19.150.56:808/udp/224.2.2.13:10001$IPV4•线路445-99999
CCTV13,http://101.19.150.56:808/udp/224.2.2.57:10001$IPV4•线路446-99999
CCTV13,http://101.19.150.239:808/udp/224.2.2.13:10001$IPV4•线路447-99999
CCTV13,http://101.19.150.239:808/udp/224.2.2.57:10001$IPV4•线路448-99999
CCTV13,http://101.19.150.170:808/udp/224.2.2.13:10001$IPV4•线路449-99999
CCTV13,http://101.19.150.170:808/udp/224.2.2.57:10001$IPV4•线路450-99999
CCTV13,http://101.19.150.245:808/udp/224.2.2.13:10001$IPV4•线路451-99999
CCTV13,http://101.19.150.245:808/udp/224.2.2.57:10001$IPV4•线路452-99999
CCTV13,http://101.19.150.211:808/udp/224.2.2.13:10001$IPV4•线路453-99999
CCTV13,http://101.19.150.211:808/udp/224.2.2.57:10001$IPV4•线路454-99999
CCTV13,http://113.86.205.59:8090/hls/125/index.m3u8$IPV4•线路455-99999
CCTV13,http://113.101.119.26:8090/hls/125/index.m3u8$IPV4•线路456-99999
CCTV13,http://113.64.147.56:8081/hls/13/index.m3u8$IPV4•线路457-99999
CCTV13,http://113.64.147.8:8081/hls/13/index.m3u8$IPV4•线路458-99999
CCTV13,http://113.64.147.90:8081/hls/13/index.m3u8$IPV4•线路459-99999
CCTV13,http://113.64.147.86:8081/hls/13/index.m3u8$IPV4•线路460-99999
CCTV13,http://113.64.147.46:8081/hls/13/index.m3u8$IPV4•线路461-99999
CCTV13,http://113.64.147.228:8081/hls/13/index.m3u8$IPV4•线路462-99999
CCTV13,http://113.64.147.235:8081/hls/13/index.m3u8$IPV4•线路463-99999
CCTV13,http://113.64.147.201:8081/hls/13/index.m3u8$IPV4•线路464-99999
CCTV13,http://113.64.147.234:8081/hls/13/index.m3u8$IPV4•线路465-99999
CCTV13,http://113.64.147.219:8081/hls/13/index.m3u8$IPV4•线路466-99999
CCTV13,http://113.110.79.88:808/hls/125/index.m3u8$IPV4•线路467-99999
CCTV13,http://115.207.170.162:55555/udp/233.50.201.246:5140$IPV4•线路468-99999
CCTV13,http://115.207.170.162:55555/udp/233.50.200.111:5140$IPV4•线路469-99999
CCTV13,http://113.64.147.75:8081/hls/13/index.m3u8$IPV4•线路470-99999
CCTV13,http://115.207.170.162:55555/udp/233.50.200.97:5140$IPV4•线路471-99999
CCTV13,http://115.207.170.162:55555/udp/233.50.201.13:5140$IPV4•线路472-99999
CCTV13,http://111.11.123.42:6610/030000001000/CCTV-13/CCTV-13.m3u8?livemode=1$IPV4•线路473-99999
CCTV13,http://113.64.147.148:8081/hls/13/index.m3u8$IPV4•线路474-99999
CCTV13,http://113.64.147.130:8081/hls/13/index.m3u8$IPV4•线路475-99999
CCTV13,http://113.64.147.216:8081/hls/13/index.m3u8$IPV4•线路476-99999
CCTV13,http://125.120.192.20:4022/udp/233.50.200.111:5140$IPV4•线路477-99999
CCTV13,http://125.120.192.20:4022/udp/233.50.201.246:5140$IPV4•线路478-99999
CCTV13,http://171.213.129.217:55555/udp/239.93.0.66:5140$IPV4•线路479-99999
CCTV13,http://125.120.192.20:4022/udp/233.50.200.97:5140$IPV4•线路480-99999
CCTV13,http://125.120.192.20:4022/udp/233.50.201.13:5140$IPV4•线路481-99999
CCTV13,http://125.121.220.174:4022/udp/233.50.200.111:5140$IPV4•线路482-99999
CCTV13,http://125.121.220.174:4022/udp/233.50.201.246:5140$IPV4•线路483-99999
CCTV13,http://125.121.220.174:4022/udp/233.50.200.97:5140$IPV4•线路484-99999
CCTV13,http://125.121.220.174:4022/udp/233.50.201.13:5140$IPV4•线路485-99999
CCTV13,http://113.111.19.78:8889/udp/239.77.0.188:5146$IPV4•线路486-99999
CCTV13,http://113.111.19.78:8889/udp/239.253.43.196:5146$IPV4•线路487-99999
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8$IPV4•线路488-99999
CCTV13,http://1.69.180.138:4022/rtp/226.0.2.165:9232$IPV4•线路489-99999
CCTV13,http://1.69.180.138:4022/rtp/226.0.2.30:8152$IPV4•线路490-99999
CCTV13,http://219.137.203.129:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路491-99999
CCTV13,http://223.240.169.141:4022/rtp/238.1.79.35:4392$IPV4•线路492-99999
CCTV13,http://125.82.171.210:8888/rtp/235.254.198.9:1312$IPV4•线路493-99999
CCTV13,http://175.10.230.91:8081/tsfile/live/0013_1.m3u8$IPV4•线路494-99999
CCTV13,http://125.82.168.238:8888/rtp/235.254.198.9:1312$IPV4•线路495-99999
CCTV13,http://125.92.167.77:8686/udp/239.77.0.188:5146$IPV4•线路496-99999
CCTV13,http://125.92.167.77:8686/udp/239.253.43.196:5146$IPV4•线路497-99999
CCTV13,http://223.145.224.76:8000/udp/239.76.246.93:1234$IPV4•线路498-99999
CCTV13,http://223.145.224.76:8000/udp/239.76.253.93:9000$IPV4•线路499-99999
CCTV13,http://223.145.224.77:8000/udp/239.76.246.93:1234$IPV4•线路500-99999
CCTV13,http://114.246.181.146:4022/rtp/239.3.1.124:8128$IPV4•线路501-99999
CCTV13,http://116.226.8.90:4022/udp/239.45.1.198:5140$IPV4•线路502-99999
CCTV13,http://125.119.236.209:4022/rtp/233.50.201.246:5140$IPV4•线路503-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.200.111:5140$IPV4•线路504-99999
CCTV13,http://223.145.224.77:8000/udp/239.76.253.93:9000$IPV4•线路505-99999
CCTV13,http://146.235.213.45:35455/gaoma/cctv13.m3u8$IPV4•线路506-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.201.246:5140$IPV4•线路507-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.200.97:5140$IPV4•线路508-99999
CCTV13,http://60.184.42.71:8889/udp/233.50.201.13:5140$IPV4•线路509-99999
CCTV13,http://113.65.9.137:4014/udp/239.253.43.196:5146$IPV4•线路510-99999
CCTV13,http://113.65.9.137:4014/udp/239.77.0.188:5146$IPV4•线路511-99999
CCTV13,http://115.230.187.20:9999/rtp/233.50.201.246:5140$IPV4•线路512-99999
CCTV13,http://14.117.233.59:9000/udp/239.77.0.188:5146$IPV4•线路513-99999
CCTV13,http://42.237.183.46:7000/hls/72/index.m3u8$IPV4•线路514-99999
CCTV13,p3p://108.181.32.169:57316/64260e45000ccab2ee01428e6da4043d$IPV4•线路515-99999
CCTV13,http://221.14.190.237:9003/hls/13/index.m3u8$IPV4•线路516-99999
CCTV13,http://219.156.17.199:9003/hls/13/index.m3u8$IPV4•线路517-99999
CCTV13,http://138.2.110.209:35455/gaoma/cctv13.m3u8$IPV4•线路518-99999
CCTV13,http://14.19.151.0:9900/udp/239.77.0.188:5146$IPV4•线路519-99999
CCTV13,http://113.101.245.67:9988/udp/239.77.0.188:5146$IPV4•线路520-99999
CCTV13,http://115.171.80.152:1688/udp/225.1.8.168:8130$IPV4•线路521-99999
CCTV13,http://115.171.80.152:1688/udp/225.1.8.113:8264$IPV4•线路522-99999
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8$IPV4•线路523-99999
CCTV13,http://116.226.8.90:4022/udp/239.45.1.198:5140$IPV4•线路524-99999
CCTV13,http://115.221.83.182:8888/udp/233.50.201.246:5140$IPV4•线路525-99999
CCTV13,http://180.140.153.15:5432/udp/239.81.0.26:4056$IPV4•线路526-99999
CCTV13,http://180.140.153.15:5432/udp/239.81.0.206:4056$IPV4•线路527-99999
CCTV13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8$IPV4•线路528-99999
CCTV13,http://qjrhc.jydjd.top:2911/udp/224.1.100.69:11111$IPV4•线路529-99999
CCTV13,http://14.112.86.85:4022/udp/239.77.0.188:5146$IPV4•线路530-99999
CCTV13,http://171.124.181.152:8899/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路531-99999
CCTV13,http://119.136.113.11:8888/udp/239.253.43.196:5146$IPV4•线路532-99999
CCTV13,http://175.166.210.240:5111/hls/415442613/index.m3u8$IPV4•线路533-99999
CCTV13,http://113.251.89.199:5555/rtp/235.254.198.9:1312$IPV4•线路534-99999
CCTV13,http://220.173.254.6:6666/udp/239.81.0.206:4056$IPV4•线路535-99999
CCTV13,http://nmmp.asia:35455/gaoma/cctv13.m3u8$IPV4•线路536-99999
CCTV13,http://113.118.15.210:808/hls/31/index.m3u8$IPV4•线路537-99999
CCTV13,http://220.173.254.6:6666/udp/239.81.0.26:4056$IPV4•线路538-99999
CCTV13,http://58.55.58.145:808/udp/224.1.1.20:6031$IPV4•线路539-99999
CCTV13,http://101.19.151.75:808/udp/224.2.2.13:10001$IPV4•线路540-99999
CCTV13,http://101.19.151.143:808/udp/224.2.2.13:10001$IPV4•线路541-99999
CCTV13,http://101.19.151.172:808/udp/224.2.2.57:10001$IPV4•线路542-99999
CCTV13,http://101.19.151.14:808/udp/224.2.2.13:10001$IPV4•线路543-99999
CCTV13,http://101.19.151.14:808/udp/224.2.2.57:10001$IPV4•线路544-99999
CCTV13,http://bg5aqv.top:35455/gaoma/cctv13.m3u8$IPV4•线路545-99999
CCTV13,http://101.19.151.96:808/udp/224.2.2.57:10001$IPV4•线路546-99999
CCTV13,http://101.19.151.98:808/udp/224.2.2.13:10001$IPV4•线路547-99999
CCTV13,http://101.19.151.98:808/udp/224.2.2.57:10001$IPV4•线路548-99999
